Home Player Win,Home Player Country,Away Player Country,Date,Difference of Age:  Home Player,Difference Height: Home Player,Difference Weight: Home Player,Home Player Age,Home Player Height (Inches),Home Player Weight (Lbs),Away Player Age,Away Player Height (Inches),Away Player Weight (Lbs)
0,Montenegro,Bosnia and Herzegovina,43084,3,0,-15,27,84,260,24,84,275
0,Cameroon,New Zealand,43084,-1,0,-15,24,84,250,25,84,265
1,Poland,USA,43084,4,0,-25,34,83,240,30,83,265
0,Dominican Republic,France,43084,6,-4,0,32,82,245,26,86,245
1,Lithuania,USA,43084,-2,0,6,26,84,265,28,84,259
0,USA,USA,43084,-3,-1,-56,27,83,219,30,84,275
1,USA,USA,43084,3,1,-18,28,83,235,25,82,253
0,Switzerland,Spain,43084,-14,-2,-10,24,82,240,38,84,250
1,USA,Bosnia and Herzegovina,43085,8,-1,-10,32,83,265,24,84,275
0,USA,NBA,43085,-1,0,6,30,82,251,31,82,245
1,USA,USA,43085,3,-1,-5,26,83,250,23,84,255
0,Canada,USA,43085,-3,1,-25,27,84,240,30,83,265
0,USA,USA,43085,3,-1,21,30,82,240,27,83,219
1,USA,USA,43085,-14,-1,8,22,84,248,36,85,240
1,Spain,Germany,43085,12,1,10,38,84,250,26,83,240
0,Spain,Dominican Republic,43085,1,3,10,33,85,255,32,82,245
0,Lithuania,Greece,43086,-3,0,20,26,84,265,29,84,245
1,USA,Montenegro,43086,-2,-1,19,25,83,279,27,84,260
1,USA,USA,43086,6,1,9,28,84,259,22,83,250
1,Poland,USA,43086,4,1,-11,34,83,240,30,82,251
1,USA,USA,43087,6,0,15,32,83,265,26,83,250
0,USA,Dominican Republic,43087,-10,1,5,22,83,250,32,82,245
1,USA,USA,43087,9,2,-6,30,83,249,21,81,255
1,USA,USA,43087,-1,3,35,30,84,275,31,81,240
0,Switzerland,NBA,43087,-7,0,-5,24,82,240,31,82,245
0,USA,Bosnia and Herzegovina,43087,-2,0,-27,22,84,248,24,84,275
0,USA,USA,43087,-5,1,20,23,84,255,28,83,235
0,Germany,USA,43087,-10,-2,0,26,83,240,36,85,240
1,Spain,USA,43087,8,1,-15,38,84,250,30,83,265
0,USA,USA,43087,0,0,0,30,84,270,30,84,270
1,USA,USA,43088,6,-3,0,31,81,240,25,84,240
0,Poland,USA,43088,9,1,-13,34,83,240,25,82,253
1,USA,USA,43088,-3,1,-32,27,83,219,30,82,251
1,USA,Lithuania,43089,6,-1,0,32,83,265,26,84,265
0,USA,USA,43089,8,0,-1,30,83,249,22,83,250
1,Dominican Republic,USA,43089,11,1,-10,32,82,245,21,81,255
1,USA,USA,43089,3,0,19,28,84,259,25,84,240
1,USA,Montenegro,43089,3,0,15,30,84,275,27,84,260
1,Brazil,Australia,43089,3,-1,-10,36,83,250,33,84,260
1,New Zealand,USA,43089,-2,2,0,25,84,265,27,82,265
0,Germany,USA,43089,1,0,-39,26,83,240,25,83,279
1,USA,USA,43089,6,-1,-13,28,83,235,22,84,248
0,Bosnia and Herzegovina,Spain,43089,-14,0,25,24,84,275,38,84,250
0,USA,Spain,43089,-3,-1,15,30,84,270,33,85,255
1,USA,USA,43089,-6,-2,25,30,83,265,36,85,240
1,USA,USA,43090,5,0,-20,35,84,255,30,84,275
1,USA,Lithuania,43090,5,-3,-25,31,81,240,26,84,265
1,Latvia,Dominican Republic,43090,-9,5,-5,23,87,240,32,82,245
0,USA,Spain,43090,-12,-3,-15,21,82,240,33,85,255
1,USA,France,43090,0,-1,5,27,82,265,27,83,260
1,USA,Latvia,43091,2,-4,39,25,83,279,23,87,240
0,Montenegro,USA,43091,2,2,7,27,84,260,25,82,253
0,USA,Poland,43091,-6,1,19,28,84,259,34,83,240
1,USA,Germany,43091,-5,-2,15,21,81,255,26,83,240
0,Brazil,USA,43091,6,0,-15,36,83,250,30,83,265
1,USA,USA,43091,-5,0,-46,27,83,219,32,83,265
1,Bosnia and Herzegovina,USA,43091,-4,1,40,24,84,275,28,83,235
0,USA,Australia,43091,-10,-3,-36,23,81,224,33,84,260
0,Lithuania,Cameroon,43092,2,0,15,26,84,265,24,84,250
1,USA,USA,43092,5,0,46,32,83,265,27,83,219
0,USA,USA,43092,-6,-1,-9,22,83,250,28,84,259
1,Poland,Montenegro,43092,7,-1,-20,34,83,240,27,84,260
1,USA,Germany,43092,4,0,9,30,83,249,26,83,240
0,Dominican Republic,USA,43092,2,-2,-30,32,82,245,30,84,275
0,USA,USA,43092,-4,-1,2,21,81,255,25,82,253
0,Spain,USA,43092,3,2,-10,33,85,255,30,83,265
1,USA,New Zealand,43092,2,-2,0,27,82,265,25,84,265
1,USA,USA,43092,-5,-2,-11,23,81,224,28,83,235
0,USA,USA,43092,14,1,-8,36,85,240,22,84,248
0,Australia,Bosnia and Herzegovina,43092,9,0,-15,33,84,260,24,84,275
0,USA,Spain,43092,-13,0,-10,25,84,240,38,84,250
1,Latvia,Cameroon,43094,-1,3,-10,23,87,240,24,84,250
1,USA,USA,43094,-7,-1,-27,23,81,224,30,82,251
0,Dominican Republic,Poland,43094,-2,-1,5,32,82,245,34,83,240
1,New Zealand,Switzerland,43094,1,2,25,25,84,265,24,82,240
1,Australia,USA,43094,11,0,12,33,84,260,22,84,248
0,USA,USA,43095,3,0,29,25,83,279,22,83,250
1,Germany,Lithuania,43095,0,-1,-25,26,83,240,26,84,265
1,USA,Democratic Republic of Congo,43095,3,4,10,29,85,265,26,81,255
1,USA,USA,43095,-3,-1,-56,27,83,219,30,84,275
1,Spain,USA,43095,10,0,-9,38,84,250,28,84,259
0,USA,USA,43095,1,1,-30,28,83,235,27,82,265
1,USA,Spain,43095,3,0,-15,36,85,240,33,85,255
1,USA,USA,43095,5,-1,25,30,83,265,25,84,240
0,USA,Dominican Republic,43096,0,1,20,32,83,265,32,82,245
0,USA,Germany,43096,-4,0,10,22,83,250,26,83,240
0,USA,Poland,43096,-4,0,9,30,83,249,34,83,240
1,USA,Latvia,43096,7,-3,35,30,84,275,23,87,240
1,USA,USA,43096,-6,1,13,22,84,248,28,83,235
1,USA,USA,43096,-3,-2,-6,25,82,253,28,84,259
1,New Zealand,Lithuania,43096,-1,0,0,25,84,265,26,84,265
0,USA,USA,43096,7,-1,-1,37,81,250,30,82,251
1,Russia,USA,43096,7,1,5,34,83,270,27,82,265
0,Australia,Spain,43096,0,-1,5,33,84,260,33,85,255
0,Democratic Republic of Congo,USA,43097,1,-2,-24,26,81,255,25,83,279
0,Dominican Republic,Brazil,43097,-4,-1,-5,32,82,245,36,83,250
1,USA,USA,43097,5,-1,-29,27,83,219,22,84,248
1,Spain,Latvia,43097,15,-3,10,38,84,250,23,87,240
1,Bosnia and Herzegovina,Cameroon,43097,0,0,25,24,84,275,24,84,250
1,Poland,USA,43098,4,1,0,34,83,240,30,82,240
0,Lithuania,USA,43098,-4,1,16,26,84,265,30,83,249
1,USA,USA,43098,1,1,6,29,85,265,28,84,259
0,USA,USA,43098,8,1,25,30,84,275,22,83,250
0,USA,Germany,43098,-1,-1,13,25,82,253,26,83,240
0,New Zealand,USA,43098,-2,1,46,25,84,265,27,83,219
1,Haiti,USA,43098,-14,-2,-5,22,83,235,36,85,240
0,Russia,USA,43098,2,0,5,34,83,270,32,83,265
0,USA,USA,43098,-7,-2,-15,23,81,250,30,83,265
0,USA,Spain,43099,-13,-1,29,25,83,279,38,84,250
0,Democratic Republic of Congo,USA,43099,-3,-4,-10,26,81,255,29,85,265
0,USA,Latvia,43099,2,-5,13,25,82,253,23,87,240
1,USA,Bosnia and Herzegovina,43099,6,-1,-26,30,83,249,24,84,275
1,USA,USA,43099,-3,0,14,27,82,265,30,82,251
1,Russia,Spain,43099,1,-2,15,34,83,270,33,85,255
0,USA,USA,43099,-3,2,-5,28,83,235,31,81,240
0,Poland,USA,43100,4,-1,-35,34,83,240,30,84,275
1,USA,USA,43100,0,-1,2,22,83,250,22,84,248
1,Dominican Republic,USA,43100,4,-2,-14,32,82,245,28,84,259
1,Switzerland,USA,43100,1,1,-10,24,82,240,23,81,250
1,New Zealand,Germany,43100,-1,1,25,25,84,265,26,83,240
0,USA,USA,43100,-2,0,0,30,83,265,32,83,265
0,Greece,Spain,43100,-4,-1,-10,29,84,245,33,85,255
0,USA,Cameroon,43100,12,1,-10,36,85,240,24,84,250
1,USA,Democratic Republic of Congo,43101,2,3,4,28,84,259,26,81,255
0,Lithuania,USA,43101,-1,1,46,26,84,265,27,83,219
0,USA,Bosnia and Herzegovina,43101,6,0,0,30,84,275,24,84,275
1,USA,USA,43101,-1,3,-2,22,84,248,23,81,250
0,USA,Bosnia and Herzegovina,43102,6,-2,-24,30,82,251,24,84,275
1,Latvia,Spain,43102,-15,3,-10,23,87,240,38,84,250
0,USA,USA,43102,6,2,-9,36,85,240,30,83,249
0,Haiti,USA,43102,-10,0,-30,22,83,235,32,83,265
1,USA,Spain,43102,-3,-2,10,30,83,265,33,85,255
0,Democratic Republic of Congo,Switzerland,43103,2,-1,15,26,81,255,24,82,240
0,Cameroon,Spain,43103,-14,0,0,24,84,250,38,84,250
1,Poland,Latvia,43103,11,-4,0,34,83,240,23,87,240
0,USA,USA,43103,6,0,11,28,84,259,22,84,248
1,USA,Serbia,43103,-1,-2,-25,29,85,265,30,87,290
1,Dominican Republic,USA,43103,2,0,-6,32,82,245,30,82,251
0,USA,Lithuania,43103,4,0,10,30,84,275,26,84,265
1,USA,USA,43103,5,0,-31,27,83,219,22,83,250
0,Germany,Russia,43103,-8,0,-30,26,83,240,34,83,270
1,USA,USA,43103,7,1,-5,28,83,235,21,82,240
0,USA,USA,43103,2,0,12,27,82,265,25,82,253
1,USA,New Zealand,43103,-2,-3,-15,23,81,250,25,84,265
1,Switzerland,Russia,43104,-10,-1,-30,24,82,240,34,83,270
0,USA,New Zealand,43104,5,-1,0,30,83,265,25,84,265
0,USA,Latvia,43105,6,-2,25,29,85,265,23,87,240
0,Cameroon,USA,43105,-1,1,-29,24,84,250,25,83,279
0,Dominican Republic,USA,43105,10,-2,-3,32,82,245,22,84,248
0,USA,Lithuania,43105,1,-1,-46,27,83,219,26,84,265
0,Germany,USA,43105,-4,-1,-35,26,83,240,30,84,275
1,Spain,USA,43105,2,-1,10,38,84,250,36,85,240
0,USA,USA,43105,1,1,-30,28,83,235,27,82,265
0,Spain,Poland,43105,-1,2,15,33,85,255,34,83,240
1,Bosnia and Herzegovina,USA,43105,-6,1,26,24,84,275,30,83,249
0,USA,USA,43105,-2,1,5,30,84,270,32,83,265
0,USA,Russia,43106,-4,0,-5,30,83,265,34,83,270
1,USA,Australia,43106,-3,2,-1,28,84,259,31,82,260
0,USA,Switzerland,43106,2,0,0,26,82,240,24,82,240
0,USA,USA,43106,-8,-1,-25,22,83,250,30,84,275
1,Democratic Republic of Congo,USA,43106,-4,-1,4,26,81,255,30,82,251
1,Poland,USA,43106,7,0,21,34,83,240,27,83,219
1,USA,USA,43106,-3,2,-5,22,84,248,25,82,253
1,Haiti,USA,43106,-6,0,0,22,83,235,28,83,235
1,USA,USA,43107,2,3,0,29,85,265,27,82,265
0,Germany,Latvia,43107,3,-4,0,26,83,240,23,87,240
0,USA,New Zealand,43107,11,1,-25,36,85,240,25,84,265
0,Bosnia and Herzegovina,Spain,43107,-14,0,25,24,84,275,38,84,250
0,USA,USA,43107,0,1,21,30,84,270,30,83,249
1,USA,USA,43108,-5,0,31,22,83,250,27,83,219
1,USA,Lithuania,43108,2,0,-6,28,84,259,26,84,265
1,USA,Switzerland,43108,6,2,35,30,84,275,24,82,240
0,USA,USA,43108,-8,2,-3,22,84,248,30,82,251
0,USA,USA,43108,0,-1,-26,25,82,253,25,83,279
0,USA,Spain,43108,-13,0,-10,25,84,240,38,84,250
1,Russia,USA,43108,6,0,35,34,83,270,28,83,235
1,USA,USA,43108,0,0,16,30,83,265,30,83,249
1,Lithuania,USA,43109,-3,-1,0,26,84,265,29,85,265
1,New Zealand,Bosnia and Herzegovina,43109,1,0,-10,25,84,265,24,84,275
0,Germany,Democratic Republic of Congo,43109,0,2,-15,26,83,240,26,81,255
1,USA,USA,43109,5,0,30,30,84,270,25,84,240
1,USA,USA,43110,6,3,40,32,83,265,26,80,225
0,Lithuania,USA,43110,-7,-2,-25,22,83,240,29,85,265
1,Poland,NBA,43110,3,1,-5,34,83,240,31,82,245
1,USA,USA,43110,3,1,-20,28,84,259,25,83,279
1,Latvia,USA,43110,-7,3,-35,23,87,240,30,84,275
1,Switzerland,Bosnia and Herzegovina,43110,0,-2,-35,24,82,240,24,84,275
1,Spain,USA,43110,5,2,-15,33,85,255,28,83,270
0,USA,Democratic Republic of Congo,43110,1,2,-36,27,83,219,26,81,255
0,USA,New Zealand,43110,-3,0,-17,22,84,248,25,84,265
1,USA,USA,43110,-2,0,-14,28,83,235,30,83,249
0,Russia,USA,43110,4,0,5,34,83,270,30,83,265
1,Cameroon,Dominican Republic,43111,-8,2,5,24,84,250,32,82,245
1,Lithuania,USA,43111,-4,2,14,26,84,265,30,82,251
0,USA,USA,43111,-5,1,-25,25,84,240,30,83,265
1,USA,Spain,43111,-8,0,20,30,84,270,38,84,250
1,USA,USA,43112,5,1,0,32,83,265,27,82,265
0,Lithuania,USA,43112,-8,1,-11,22,83,240,30,82,251
1,USA,Democratic Republic of Congo,43112,-1,-1,-57,25,80,198,26,81,255
1,USA,USA,43112,2,-1,-10,30,83,249,28,84,259
1,USA,Russia,43112,-7,0,-51,27,83,219,34,83,270
1,USA,Latvia,43112,-1,-3,8,22,84,248,23,87,240
0,USA,Bosnia and Herzegovina,43112,1,-2,-22,25,82,253,24,84,275
0,USA,Spain,43112,-5,-2,-20,28,83,235,33,85,255
1,USA,Switzerland,43112,12,3,0,36,85,240,24,82,240
0,USA,USA,43113,-4,-4,-45,26,80,225,30,84,270
0,USA,USA,43113,3,-1,5,28,83,245,25,84,240
0,USA,New Zealand,43113,7,-1,0,32,83,265,25,84,265
1,Poland,USA,43113,11,4,23,34,83,240,23,79,217
1,Lithuania,Russia,43113,-8,1,-5,26,84,265,34,83,270
0,USA,USA,43113,5,1,-4,30,84,275,25,83,279
1,Spain,USA,43113,10,1,15,38,84,250,28,83,235
1,USA,USA,43114,2,2,46,29,85,265,27,83,219
1,Latvia,USA,43114,-2,5,-13,23,87,240,25,82,253
1,USA,Lithuania,43114,14,2,0,36,85,240,22,83,240
1,USA,Bosnia and Herzegovina,43114,-2,0,-27,22,84,248,24,84,275
1,USA,USA,43115,-7,0,14,25,83,279,32,83,265
0,Cameroon,Lithuania,43115,-2,0,-15,24,84,250,26,84,265
1,Poland,USA,43115,7,0,21,34,83,240,27,83,219
0,USA,Spain,43115,-8,-1,-1,30,83,249,38,84,250
1,USA,Latvia,43115,5,-3,19,28,84,259,23,87,240
1,New Zealand,Haiti,43115,3,1,30,25,84,265,22,83,235
1,USA,USA,43115,1,-1,10,30,84,275,29,85,265
0,Spain,USA,43115,3,1,-15,33,85,255,30,84,270
1,USA,USA,43115,7,1,27,30,82,251,23,81,224
1,USA,Lithuania,43115,5,-1,25,27,82,265,22,83,240
0,USA,Switzerland,43115,4,1,5,28,83,245,24,82,240
1,Democratic Republic of Congo,USA,43116,4,-3,7,26,81,255,22,84,248
0,Dominican Republic,USA,43116,7,0,-8,32,82,245,25,82,253
1,Serbia,Germany,43116,-3,1,10,23,84,250,26,83,240
1,Bosnia and Herzegovina,USA,43116,-12,-1,35,24,84,275,36,85,240
0,USA,Poland,43117,-2,0,25,32,83,265,34,83,240
1,USA,USA,43117,5,1,-4,30,83,249,25,82,253
0,USA,Spain,43117,-10,0,9,28,84,259,38,84,250
1,Lithuania,USA,43117,1,1,-14,26,84,265,25,83,279
1,USA,Russia,43117,-4,1,5,30,84,275,34,83,270
0,USA,Latvia,43117,-2,-3,-3,21,84,237,23,87,240
1,USA,USA,43117,-2,-2,-46,27,83,219,29,85,265
1,New Zealand,USA,43117,-5,0,-5,25,84,265,30,84,270
0,USA,USA,43117,-2,2,-25,25,84,240,27,82,265
0,USA,USA,43117,0,0,10,28,83,245,28,83,235
0,Dominican Republic,Cameroon,43118,8,-2,-5,32,82,245,24,84,250
0,USA,Democratic Republic of Congo,43118,4,1,-4,30,82,251,26,81,255
1,Switzerland,USA,43118,2,-2,-8,24,82,240,22,84,248
1,Bosnia and Herzegovina,Lithuania,43118,2,1,35,24,84,275,22,83,240
1,Lithuania,Spain,43119,-12,0,15,26,84,265,38,84,250
0,USA,USA,43119,-1,-1,-6,28,84,259,29,85,265
0,USA,Poland,43119,-9,0,39,25,83,279,34,83,240
1,Spain,USA,43119,8,1,15,33,85,255,25,84,240
0,Canada,USA,43119,-14,-3,-6,22,82,234,36,85,240
0,France,Latvia,43119,3,-1,5,26,86,245,23,87,240
1,USA,Lithuania,43119,1,-2,10,23,81,250,22,83,240
0,USA,New Zealand,43120,5,-2,-14,30,82,251,25,84,265
0,USA,USA,43120,0,-1,-26,30,83,249,30,84,275
1,USA,USA,43120,3,-2,0,32,83,265,29,85,265
0,USA,Spain,43120,-8,-3,-2,25,82,253,33,85,255
1,Cameroon,USA,43120,-3,1,31,24,84,250,27,83,219
0,Switzerland,Russia,43120,-10,-1,-30,24,82,240,34,83,270
0,USA,Lithuania,43120,-4,0,-17,22,84,248,26,84,265
0,France,USA,43120,-2,3,0,26,86,245,28,83,245
1,Bosnia and Herzegovina,Germany,43120,-2,1,35,24,84,275,26,83,240
1,Dominican Republic,Democratic Republic of Congo,43121,6,1,-10,32,82,245,26,81,255
0,USA,Latvia,43121,7,-3,30,30,84,270,23,87,240
1,USA,USA,43121,-3,-1,20,25,83,279,28,84,259
0,Spain,Lithuania,43121,16,1,10,38,84,250,22,83,240
1,USA,Greece,43122,3,-1,20,32,83,265,29,84,245
0,USA,France,43122,4,-3,4,30,83,249,26,86,245
0,Switzerland,USA,43122,-5,-3,-25,24,82,240,29,85,265
0,Spain,Cameroon,43122,9,1,5,33,85,255,24,84,250
1,USA,USA,43122,-1,0,-46,27,83,219,28,83,265
0,USA,USA,43122,-5,-2,-22,25,82,253,30,84,275
0,Germany,Poland,43122,-8,0,0,26,83,240,34,83,240
1,USA,Bosnia and Herzegovina,43122,4,-1,-40,28,83,235,24,84,275
0,USA,USA,43122,6,-1,-3,28,83,245,22,84,248
0,Democratic Republic of Congo,Haiti,43123,4,-2,20,26,81,255,22,83,235
1,New Zealand,USA,43123,-3,0,6,25,84,265,28,84,259
0,USA,USA,43123,3,1,9,33,83,260,30,82,251
0,Russia,USA,43123,8,0,20,34,83,270,26,83,250
1,USA,Dominican Republic,43123,-2,2,25,30,84,270,32,82,245
0,USA,USA,43124,7,1,12,32,83,265,25,82,253
1,USA,France,43124,-1,-3,34,25,83,279,26,86,245
0,Lithuania,USA,43124,-14,-2,0,22,83,240,36,85,240
0,Cameroon,USA,43124,-6,0,-25,24,84,250,30,84,275
1,USA,Lithuania,43124,4,-1,-16,30,83,249,26,84,265
1,Germany,Switzerland,43124,2,1,0,26,83,240,24,82,240
1,Spain,Spain,43124,-5,1,5,33,85,255,38,84,250
0,Bosnia and Herzegovina,USA,43124,2,0,27,24,84,275,22,84,248
1,USA,Australia,43124,-1,1,5,30,83,265,31,82,260
1,USA,USA,43125,4,1,25,29,85,265,25,84,240
1,New Zealand,Poland,43125,-9,1,25,25,84,265,34,83,240
1,Russia,USA,43125,12,-1,22,34,83,270,22,84,248
0,USA,USA,43126,2,0,16,32,83,265,30,83,249
1,Canada,Lithuania,43126,5,-1,-2,27,82,238,22,83,240
1,Lithuania,France,43126,0,-2,20,26,84,265,26,86,245
0,USA,USA,43126,0,0,5,30,84,275,30,84,270
0,Spain,USA,43126,3,2,-10,33,85,255,30,83,265
1,USA,USA,43126,-1,-1,-40,27,83,219,28,84,259
0,USA,Switzerland,43126,1,0,13,25,82,253,24,82,240
1,Germany,Bosnia and Herzegovina,43126,2,-1,-35,26,83,240,24,84,275
0,Spain,Cameroon,43126,14,0,0,38,84,250,24,84,250
0,USA,Latvia,43126,-2,-5,0,21,82,240,23,87,240
0,USA,New Zealand,43127,0,-1,14,25,83,279,25,84,265
0,Lithuania,Democratic Republic of Congo,43127,-4,2,-15,22,83,240,26,81,255
0,USA,Poland,43127,-4,0,9,30,83,249,34,83,240
1,USA,USA,43127,-3,2,0,29,85,265,32,83,265
0,Russia,Dominican Republic,43127,2,1,25,34,83,270,32,82,245
1,USA,USA,43127,-6,0,-11,22,84,248,28,84,259
1,USA,Germany,43127,2,0,-5,28,83,235,26,83,240
0,USA,USA,43128,3,1,56,30,84,275,27,83,219
0,Switzerland,USA,43128,-12,-3,0,24,82,240,36,85,240
1,USA,USA,43128,-5,-1,-12,25,82,253,30,83,265
0,Canada,USA,43128,2,-1,-41,27,82,238,25,83,279
1,Lithuania,USA,43128,-4,0,-5,26,84,265,30,84,270
1,New Zealand,Cameroon,43128,1,0,15,25,84,265,24,84,250
1,Spain,Greece,43128,9,0,5,38,84,250,29,84,245
0,Lithuania,USA,43129,-10,0,-25,22,83,240,32,83,265
1,USA,USA,43129,8,-1,1,30,83,249,22,84,248
1,Spain,USA,43129,5,2,-10,33,85,255,28,83,265
1,USA,USA,43129,-4,2,-21,27,83,219,31,81,240
1,Germany,USA,43129,-3,-2,-25,26,83,240,29,85,265
1,USA,Dominican Republic,43129,-4,1,-10,28,83,235,32,82,245
1,Poland,New Zealand,43130,9,-1,-25,34,83,240,25,84,265
1,Latvia,USA,43130,3,4,-3,23,87,240,20,83,243
1,Lithuania,USA,43130,4,0,17,26,84,265,22,84,248
1,USA,Canada,43130,-2,1,41,25,83,279,27,82,238
1,Switzerland,Democratic Republic of Congo,43130,-2,1,-15,24,82,240,26,81,255
0,USA,Greece,43130,-4,-2,8,25,82,253,29,84,245
1,Spain,Serbia,43130,15,0,0,38,84,250,23,84,250
0,France,Russia,43130,-8,3,-25,26,86,245,34,83,270
0,USA,Bosnia and Herzegovina,43130,6,-1,-10,30,83,265,24,84,275
0,USA,Spain,43131,-11,-2,-5,22,83,250,33,85,255
1,Democratic Republic of Congo,USA,43131,-4,-3,-15,26,81,255,30,84,270
0,USA,USA,43131,-2,0,-16,30,83,249,32,83,265
0,USA,Cameroon,43131,-4,-1,-7,20,83,243,24,84,250
0,Canada,USA,43131,-2,-3,-27,27,82,238,29,85,265
0,Dominican Republic,Latvia,43131,9,-5,5,32,82,245,23,87,240
0,Bosnia and Herzegovina,USA,43131,-6,0,0,24,84,275,30,84,275
1,USA,Canada,43131,9,2,0,36,85,240,27,83,240
1,USA,Spain,43132,-8,-2,24,25,83,279,33,85,255
0,Poland,Lithuania,43132,8,-1,-25,34,83,240,26,84,265
0,USA,USA,43132,-5,1,29,22,84,248,27,83,219
1,Spain,Switzerland,43132,14,2,10,38,84,250,24,82,240
1,Serbia,New Zealand,43132,-2,0,-15,23,84,250,25,84,265
1,USA,USA,43133,10,0,15,32,83,265,22,83,250
0,Australia,USA,43133,1,-1,11,31,82,260,30,83,249
1,USA,USA,43133,-10,-1,-27,20,83,243,30,84,270
0,Lithuania,Bosnia and Herzegovina,43133,2,0,-10,26,84,265,24,84,275
0,USA,Latvia,43133,4,-4,-21,27,83,219,23,87,240
0,New Zealand,USA,43133,0,2,12,25,84,265,25,82,253
1,USA,France,43133,10,-1,-5,36,85,240,26,86,245
1,USA,Russia,43133,-9,1,-30,25,84,240,34,83,270
1,USA,USA,43134,0,-1,-10,30,83,265,30,84,275
1,USA,USA,43134,4,2,24,25,83,279,21,81,255
0,USA,Cameroon,43134,-2,-1,0,22,83,250,24,84,250
0,Democratic Republic of Congo,Poland,43134,-8,-2,15,26,81,255,34,83,240
0,Canada,Switzerland,43134,3,0,-2,27,82,238,24,82,240
0,USA,USA,43134,-3,2,-5,22,84,248,25,82,253
1,USA,France,43134,7,-3,15,33,83,260,26,86,245
1,Serbia,Russia,43134,-11,1,-20,23,84,250,34,83,270
1,USA,Canada,43134,-2,1,0,25,84,240,27,83,240
0,Australia,Bosnia and Herzegovina,43135,7,-2,-15,31,82,260,24,84,275
0,USA,USA,43135,-7,0,24,20,83,243,27,83,219
1,Latvia,USA,43135,-7,4,-9,23,87,240,30,83,249
0,Lithuania,Spain,43135,-7,-1,10,26,84,265,33,85,255
1,New Zealand,USA,43135,-5,0,-5,25,84,265,30,84,270
0,USA,USA,43135,4,2,-25,36,85,240,32,83,265
0,USA,Bosnia and Herzegovina,43136,1,-1,4,25,83,279,24,84,275
0,USA,Poland,43136,-12,0,10,22,83,250,34,83,240
0,USA,Democratic Republic of Congo,43136,3,4,10,29,85,265,26,81,255
1,USA,France,43136,-1,-4,8,25,82,253,26,86,245
1,Serbia,USA,43136,-9,1,-15,23,84,250,32,83,265
0,USA,USA,43136,-5,0,-35,25,84,240,30,84,275
1,USA,Canada,43136,3,0,25,30,83,265,27,83,240
1,Democratic Republic of Congo,Canada,43137,-1,-1,17,26,81,255,27,82,238
1,Lithuania,Australia,43137,-5,2,5,26,84,265,31,82,260
0,USA,Spain,43137,-3,-2,-6,30,83,249,33,85,255
1,USA,Switzerland,43137,-4,1,3,20,83,243,24,82,240
1,Latvia,South Sudan,43137,2,2,19,23,87,240,21,85,221
1,Cameroon,Poland,43137,-10,1,10,24,84,250,34,83,240
0,Russia,New Zealand,43137,9,-1,5,34,83,270,25,84,265
1,USA,USA,43137,-6,-1,30,30,84,270,36,85,240
1,USA,USA,43138,5,0,36,25,83,279,20,83,243
0,Canada,USA,43138,5,-2,-10,27,82,238,22,84,248
0,Spain,France,43138,7,-1,10,33,85,255,26,86,245
1,USA,USA,43138,-12,-1,-20,21,82,240,33,83,260
1,Democratic Republic of Congo,USA,43139,-4,-2,6,26,81,255,30,83,249
0,Lithuania,USA,43139,-2,2,15,26,84,265,28,82,250
1,Poland,Australia,43139,3,1,-20,34,83,240,31,82,260
0,Bosnia and Herzegovina,USA,43139,-8,1,10,24,84,275,32,83,265
1,Russia,Canada,43139,7,0,30,34,83,270,27,83,240
1,USA,New Zealand,43139,5,0,5,30,84,270,25,84,265
0,USA,USA,43140,-5,0,14,25,83,279,30,83,265
0,Cameroon,USA,43140,-1,2,-3,24,84,250,25,82,253
1,USA,Canada,43140,3,1,11,30,83,249,27,82,238
1,Australia,USA,43140,9,-1,10,31,82,260,22,83,250
0,USA,USA,43140,2,2,46,29,85,265,27,83,219
1,USA,USA,43140,8,0,27,30,84,275,22,84,248
0,Switzerland,Serbia,43140,1,-2,-10,24,82,240,23,84,250
0,France,USA,43140,-6,3,-20,26,86,245,32,83,265
0,USA,Bosnia and Herzegovina,43140,1,0,-35,25,84,240,24,84,275
0,USA,USA,43141,-5,1,-10,20,83,243,25,82,253
0,Democratic Republic of Congo,South Sudan,43141,5,-4,34,26,81,255,21,85,221
1,Cameroon,USA,43141,-6,1,-15,24,84,250,30,83,265
0,USA,Poland,43141,-4,1,35,30,84,275,34,83,240
0,USA,USA,43141,-4,-4,-45,26,80,225,30,84,270
0,Russia,USA,43141,1,0,10,34,83,270,33,83,260
0,Croatia,Serbia,43141,-3,1,-25,20,85,225,23,84,250
1,USA,Lithuania,43142,6,-1,0,32,83,265,26,84,265
0,USA,USA,43142,4,1,-34,29,84,245,25,83,279
1,Dominican Republic,Canada,43142,5,0,7,32,82,245,27,82,238
0,USA,USA,43142,-4,0,0,22,83,250,26,83,250
0,Switzerland,Canada,43142,-3,-1,0,24,82,240,27,83,240
1,USA,USA,43142,-3,0,8,22,84,248,25,84,240
0,Bosnia and Herzegovina,France,43142,-2,-2,30,24,84,275,26,86,245
1,USA,USA,43143,0,1,26,25,83,279,25,82,253
1,Cameroon,USA,43143,-2,1,0,24,84,250,26,83,250
1,USA,USA,43143,-10,0,-22,20,83,243,30,83,265
1,USA,Democratic Republic of Congo,43143,4,3,20,30,84,275,26,81,255
0,France,Spain,43143,-12,2,-5,26,86,245,38,84,250
