Home Player Win,Home Player Country,Away Player Country,Date,Difference of Age:  Home Player,Difference Height: Home Player,Difference Weight: Home Player,Home Player Age,Home Player Height (Inches),Home Player Weight (Lbs),Away Player Age,Away Player Height (Inches),Away Player Weight (Lbs)
1,Russia,USA,43143,-2,-2,30,34,83,270,36,85,240
1,Lithuania,USA,43144,-3,-1,0,26,84,265,29,85,265
0,South Sudan,USA,43144,-8,1,-24,21,85,221,29,84,245
0,USA,Switzerland,43144,-2,2,8,22,84,248,24,82,240
1,New Zealand,Canada,43144,-2,2,27,25,84,265,27,82,238
0,USA,USA,43144,1,-4,-15,26,80,225,25,84,240
0,Serbia,Spain,43144,-15,0,0,23,84,250,38,84,250
1,USA,USA,43145,4,1,44,25,83,279,21,82,235
0,Democratic Republic of Congo,USA,43145,-6,-2,-10,26,81,255,32,83,265
1,USA,USA,43145,2,-4,-25,31,81,240,29,85,265
1,USA,USA,43145,-2,0,-7,20,83,243,22,83,250
0,USA,Poland,43145,-8,0,10,26,83,250,34,83,240
0,Australia,USA,43145,1,-1,-5,31,82,260,30,83,265
1,USA,Lithuania,43145,4,0,10,30,84,275,26,84,265
0,Switzerland,USA,43145,-1,-2,0,24,82,240,25,84,240
0,Spain,New Zealand,43145,8,1,-10,33,85,255,25,84,265
1,USA,USA,43145,-5,-2,-17,25,82,253,30,84,270
1,France,Ukraine,43145,1,1,-5,26,86,245,25,85,250
1,Bosnia and Herzegovina,Russia,43145,-10,1,5,24,84,275,34,83,270
0,South Sudan,Serbia,43146,-2,1,-29,21,85,221,23,84,250
0,USA,USA,43146,-8,0,-22,22,84,248,30,84,270
1,USA,USA,43153,12,0,22,32,83,265,20,83,243
0,Montenegro,USA,43153,1,1,10,27,84,260,26,83,250
0,Canada,Poland,43153,-7,-1,-2,27,82,238,34,83,240
0,Brazil,Cameroon,43153,2,-2,30,26,82,280,24,84,250
0,USA,New Zealand,43153,0,0,-25,25,84,240,25,84,265
1,USA,Australia,43154,-6,1,19,25,83,279,31,82,260
1,USA,USA,43154,-7,-1,5,22,83,250,29,84,245
1,Poland,USA,43154,2,0,-25,34,83,240,32,83,265
1,Lithuania,USA,43154,-1,1,46,26,84,265,27,83,219
0,Switzerland,USA,43154,2,-2,-8,24,82,240,22,84,248
1,Spain,Canada,43154,6,3,17,33,85,255,27,82,238
0,USA,USA,43154,-4,-3,-12,25,82,253,29,85,265
0,Serbia,Spain,43154,-15,0,0,23,84,250,38,84,250
0,Ukraine,USA,43154,-5,2,-15,25,85,250,30,83,265
0,France,Bosnia and Herzegovina,43154,2,2,-30,26,86,245,24,84,275
1,USA,USA,43154,4,4,45,30,84,270,26,80,225
0,Cameroon,Montenegro,43155,-3,0,-10,24,84,250,27,84,260
1,USA,USA,43155,8,1,28,29,85,265,21,84,237
0,USA,Germany,43155,0,3,7,26,83,250,26,80,243
0,USA,New Zealand,43155,5,0,5,30,84,270,25,84,265
1,USA,Brazil,43155,-4,2,-32,22,84,248,26,82,280
0,Ukraine,Bosnia and Herzegovina,43155,1,1,-25,25,85,250,24,84,275
1,France,USA,43155,0,6,20,26,86,245,26,80,225
0,USA,USA,43155,-5,0,-30,25,84,240,30,84,270
0,USA,USA,43156,7,0,-14,32,83,265,25,83,279
1,USA,USA,43156,2,1,-34,27,83,219,25,82,253
0,Canada,Spain,43156,-11,-2,-12,27,82,238,38,84,250
0,Poland,Cameroon,43156,10,-1,-10,34,83,240,24,84,250
0,Serbia,Switzerland,43156,-1,2,10,23,84,250,24,82,240
1,USA,USA,43157,-9,-2,-35,21,82,235,30,84,270
1,Australia,Spain,43157,-2,-3,5,31,82,260,33,85,255
1,USA,Brazil,43157,-6,1,-37,20,83,243,26,82,280
0,USA,USA,43157,-4,-1,-20,26,83,250,30,84,270
0,Lithuania,USA,43157,1,1,-14,26,84,265,25,83,279
1,USA,Ukraine,43157,0,-3,3,25,82,253,25,85,250
1,New Zealand,Montenegro,43157,-2,0,5,25,84,265,27,84,260
1,Canada,USA,43157,5,0,-10,27,83,240,22,83,250
0,France,Israel,43157,0,5,-5,26,86,245,26,81,250
1,Haiti,USA,43157,0,-1,-13,22,83,235,22,84,248
1,USA,Brazil,43158,6,1,-15,32,83,265,26,82,280
0,Canada,USA,43158,7,-1,-5,27,82,238,20,83,243
0,USA,Cameroon,43158,5,1,15,29,85,265,24,84,250
0,USA,Poland,43158,-7,0,-21,27,83,219,34,83,240
1,Bosnia and Herzegovina,USA,43158,-1,0,35,24,84,275,25,84,240
1,Serbia,USA,43158,-7,1,-15,23,84,250,30,83,265
1,USA,USA,43159,-2,0,60,25,83,279,27,83,219
0,Montenegro,Lithuania,43159,1,0,-5,27,84,260,26,84,265
1,USA,USA,43159,7,1,-5,29,84,245,22,83,250
1,Australia,USA,43159,-1,-1,-5,31,82,260,32,83,265
1,Poland,USA,43159,4,-1,-30,34,83,240,30,84,270
1,Spain,Ukraine,43159,8,0,5,33,85,255,25,85,250
0,Canada,New Zealand,43159,2,-1,-25,27,83,240,25,84,265
0,USA,USA,43159,8,1,7,33,83,260,25,82,253
1,USA,Switzerland,43159,6,1,25,30,83,265,24,82,240
1,USA,USA,43160,-1,1,-5,29,85,265,30,84,270
0,Canada,Cameroon,43160,3,-2,-12,27,82,238,24,84,250
1,Haiti,USA,43160,2,0,-8,22,83,235,20,83,243
1,Bosnia and Herzegovina,USA,43160,2,0,27,24,84,275,22,84,248
0,Montenegro,USA,43161,2,1,-19,27,84,260,25,83,279
0,Cameroon,USA,43161,-8,1,-15,24,84,250,32,83,265
1,USA,USA,43161,-1,0,-25,29,84,245,30,84,270
1,Poland,Lithuania,43161,8,-1,-25,34,83,240,26,84,265
0,Brazil,Canada,43161,-1,-1,40,26,82,280,27,83,240
0,Spain,Serbia,43161,10,1,5,33,85,255,23,84,250
1,USA,USA,43161,5,0,-31,27,83,219,22,83,250
0,Ukraine,New Zealand,43161,0,1,-15,25,85,250,25,84,265
1,France,USA,43161,4,2,-3,26,86,245,22,84,248
0,USA,USA,43161,4,0,15,30,83,265,26,83,250
0,Montenegro,USA,43162,-1,3,33,27,84,260,28,81,227
0,Canada,Serbia,43162,4,-2,-12,27,82,238,23,84,250
0,USA,USA,43162,4,2,-14,29,85,265,25,83,279
1,Switzerland,Australia,43162,-7,0,-20,24,82,240,31,82,260
0,Spain,USA,43162,8,0,-20,38,84,250,30,84,270
1,Bosnia and Herzegovina,New Zealand,43162,-1,0,10,24,84,275,25,84,265
0,Greece,France,43162,3,-2,0,29,84,245,26,86,245
1,USA,USA,43163,-7,-1,5,29,84,245,36,85,240
0,Lithuania,USA,43163,-6,1,0,26,84,265,32,83,265
1,Poland,USA,43163,12,0,-10,34,83,240,22,83,250
0,Canada,USA,43163,2,1,-13,27,83,240,25,82,253
1,USA,Cameroon,43163,3,-1,-31,27,83,219,24,84,250
1,USA,USA,43163,10,0,22,30,83,265,20,83,243
1,Greece,USA,43163,3,1,-5,29,84,245,26,83,250
0,USA,USA,43164,0,-2,-49,25,81,230,25,83,279
0,USA,USA,43164,-5,0,31,22,83,250,27,83,219
1,USA,USA,43164,-7,0,25,29,85,265,36,85,240
0,USA,Australia,43164,-8,1,-10,23,83,250,31,82,260
1,Spain,Spain,43164,5,-1,-5,38,84,250,33,85,255
1,France,Montenegro,43164,-1,2,-15,26,86,245,27,84,260
1,USA,Bosnia and Herzegovina,43164,6,0,-5,30,84,270,24,84,275
0,USA,Cameroon,43165,8,-1,15,32,83,265,24,84,250
0,Lithuania,USA,43165,-3,0,20,26,84,265,29,84,245
1,Poland,USA,43165,5,-2,-25,34,83,240,29,85,265
1,New Zealand,Switzerland,43165,1,2,25,25,84,265,24,82,240
0,Canada,Serbia,43165,4,-1,-10,27,83,240,23,84,250
1,Bosnia and Herzegovina,USA,43165,-2,1,25,24,84,275,26,83,250
1,USA,USA,43165,10,1,27,30,84,270,20,83,243
0,USA,USA,43165,5,1,12,30,83,265,25,82,253
0,USA,France,43166,-4,-3,5,22,83,250,26,86,245
1,USA,Lithuania,43166,-1,-1,14,25,83,279,26,84,265
0,USA,Spain,43166,-10,-2,-5,23,83,250,33,85,255
1,USA,Switzerland,43166,3,1,-21,27,83,219,24,82,240
1,Greece,USA,43166,4,2,-8,29,84,245,25,82,253
0,Serbia,USA,43166,-2,3,20,23,84,250,25,81,230
1,USA,Montenegro,43166,3,0,10,30,84,270,27,84,260
0,USA,USA,43167,12,0,22,32,83,265,20,83,243
0,USA,Cameroon,43167,5,1,15,29,85,265,24,84,250
1,USA,Australia,43167,-9,2,-12,22,84,248,31,82,260
0,New Zealand,USA,43167,-11,-1,25,25,84,265,36,85,240
1,USA,USA,43167,-3,1,10,30,84,270,33,83,260
1,USA,USA,43168,-5,-1,4,25,83,279,30,84,275
0,USA,USA,43168,-7,-1,5,22,83,250,29,84,245
1,Lithuania,Switzerland,43168,2,2,25,26,84,265,24,82,240
0,Spain,France,43168,7,-1,10,33,85,255,26,86,245
1,USA,USA,43168,1,0,-31,27,83,219,26,83,250
0,USA,Poland,43168,2,-1,12,36,82,252,34,83,240
0,Serbia,USA,43168,-7,0,-20,23,84,250,30,84,270
1,Bosnia and Herzegovina,USA,43168,-6,0,5,24,84,275,30,84,270
1,Greece,Montenegro,43168,2,0,-15,29,84,245,27,84,260
1,USA,USA,43168,5,2,35,30,83,265,25,81,230
0,USA,USA,43169,-4,-2,25,32,83,265,36,85,240
1,USA,Poland,43169,-13,-2,15,21,81,255,34,83,240
1,Canada,USA,43169,-1,2,13,27,83,240,28,81,227
0,New Zealand,Spain,43169,-13,0,15,25,84,265,38,84,250
1,USA,Montenegro,43169,3,-1,5,30,83,265,27,84,260
1,USA,Lithuania,43170,-3,1,-15,23,85,250,26,84,265
1,USA,USA,43170,-1,0,-30,29,84,245,30,84,275
1,USA,USA,43170,-8,0,-22,22,84,248,30,84,270
0,USA,France,43170,-1,-4,8,25,82,253,26,86,245
0,Serbia,Greece,43170,-6,0,5,23,84,250,29,84,245
0,Canada,Switzerland,43170,3,1,0,27,83,240,24,82,240
1,Australia,USA,43170,9,-1,10,31,82,260,22,83,250
1,USA,Cameroon,43170,-4,-1,-7,20,83,243,24,84,250
0,USA,USA,43170,5,3,40,30,84,270,25,81,230
0,Switzerland,Spain,43171,-14,-2,-10,24,82,240,38,84,250
1,Spain,USA,43171,6,2,36,33,85,255,27,83,219
1,New Zealand,Greece,43171,-4,0,20,25,84,265,29,84,245
0,Bosnia and Herzegovina,USA,43171,3,3,20,24,84,275,21,81,255
0,Cameroon,USA,43172,2,1,0,24,84,250,22,83,250
1,Poland,USA,43172,12,-1,-8,34,83,240,22,84,248
1,USA,USA,43172,6,0,-10,29,84,245,23,84,255
1,USA,Lithuania,43172,5,-4,-35,31,80,230,26,84,265
1,USA,USA,43172,0,3,25,26,83,250,26,80,225
0,USA,USA,43172,0,1,10,30,84,275,30,83,265
1,USA,USA,43172,-7,-1,-12,25,82,253,32,83,265
0,USA,Montenegro,43172,6,-1,0,33,83,260,27,84,260
1,France,USA,43172,1,3,-34,26,86,245,25,83,279
0,Croatia,USA,43172,-5,4,-5,20,85,225,25,81,230
1,USA,Serbia,43172,7,0,20,30,84,270,23,84,250
1,Montenegro,USA,43173,0,1,41,27,84,260,27,83,219
1,Australia,Poland,43173,-3,-1,20,31,82,260,34,83,240
0,USA,USA,43173,4,3,-15,25,84,240,21,81,255
0,Russia,USA,43173,4,-1,0,34,83,270,30,84,270
1,USA,Lithuania,43174,-4,-1,-15,22,83,250,26,84,265
0,USA,USA,43174,-3,1,-20,29,84,245,32,83,265
0,USA,Cameroon,43174,2,-1,0,26,83,250,24,84,250
1,Switzerland,USA,43174,-6,-1,-25,24,82,240,30,83,265
1,Spain,USA,43174,3,1,-20,33,85,255,30,84,275
0,USA,USA,43174,8,1,7,33,83,260,25,82,253
0,Serbia,USA,43174,-2,1,-29,23,84,250,25,83,279
0,France,Ukraine,43174,1,1,-5,26,86,245,25,85,250
1,Bosnia and Herzegovina,USA,43174,-8,3,40,24,84,275,32,81,235
1,Montenegro,Australia,43175,-4,2,0,27,84,260,31,82,260
0,Cameroon,USA,43175,4,1,7,24,84,250,20,83,243
1,Lithuania,Canada,43175,-1,1,25,26,84,265,27,83,240
1,New Zealand,USA,43175,-5,1,0,25,84,265,30,83,265
0,Russia,USA,43175,9,-1,30,34,83,270,25,84,240
1,USA,USA,43175,9,3,15,30,84,270,21,81,255
1,Poland,USA,43176,1,1,-40,34,83,240,33,82,280
1,USA,Switzerland,43176,1,0,13,25,82,253,24,82,240
1,USA,Canada,43176,-7,0,3,20,83,243,27,83,240
0,USA,USA,43176,-6,0,-15,26,83,250,32,83,265
1,Brazil,Croatia,43176,5,-1,26,26,82,280,21,83,254
1,Spain,Serbia,43176,10,1,5,33,85,255,23,84,250
1,USA,USA,43176,-2,-1,-26,27,83,219,29,84,245
1,USA,USA,43176,11,-1,12,33,83,260,22,84,248
1,France,Haiti,43176,4,3,10,26,86,245,22,83,235
0,Ukraine,Russia,43176,-9,2,-20,25,85,250,34,83,270
0,Bosnia and Herzegovina,USA,43176,-1,1,-4,24,84,275,25,83,279
1,Lithuania,New Zealand,43177,1,0,0,26,84,265,25,84,265
1,USA,Australia,43177,-6,0,-7,25,82,253,31,82,260
0,USA,Switzerland,43177,-2,2,8,22,84,248,24,82,240
0,USA,USA,43178,3,-1,32,30,82,251,27,83,219
0,USA,USA,43178,-8,-1,-20,22,83,250,30,84,270
1,Cameroon,USA,43178,-8,1,-15,24,84,250,32,83,265
1,USA,USA,43178,-1,-1,6,20,83,243,21,84,237
0,USA,Serbia,43178,-2,-3,5,21,81,255,23,84,250
1,USA,Brazil,43178,0,1,-30,26,83,250,26,82,280
1,USA,Russia,43178,-1,0,-10,33,83,260,34,83,270
0,USA,USA,43178,0,1,-39,25,84,240,25,83,279
0,Montenegro,Democratic Republic of Congo,43179,-2,2,25,27,84,260,29,82,235
0,Australia,New Zealand,43179,6,-2,-5,31,82,260,25,84,265
1,USA,USA,43179,-8,1,-17,22,84,248,30,83,265
1,USA,Canada,43179,-2,-1,13,25,82,253,27,83,240
1,France,USA,43179,-3,2,0,26,86,245,29,84,245
0,Ukraine,USA,43179,0,2,-29,25,85,250,25,83,279
1,Bosnia and Herzegovina,Switzerland,43179,0,2,35,24,84,275,24,82,240
1,USA,USA,43180,3,-1,3,25,82,253,22,83,250
0,USA,Lithuania,43180,4,-2,-14,30,82,251,26,84,265
0,Cameroon,Spain,43180,-9,-1,-5,24,84,250,33,85,255
1,USA,USA,43180,-12,0,-22,20,83,243,32,83,265
1,USA,USA,43180,-5,-2,5,21,81,255,26,83,250
0,Brazil,Serbia,43180,3,-2,30,26,82,280,23,84,250
1,USA,USA,43180,-3,0,-46,27,83,219,30,83,265
0,USA,Poland,43180,-1,0,20,33,83,260,34,83,240
1,Spain,USA,43181,3,-1,3,24,83,240,21,84,237
0,Montenegro,Cameroon,43181,3,0,10,27,84,260,24,84,250
0,Switzerland,USA,43181,-1,-1,-39,24,82,240,25,83,279
0,USA,USA,43181,-5,-2,-17,25,82,253,30,84,270
0,Canada,France,43181,1,-3,-5,27,83,240,26,86,245
0,USA,USA,43181,-4,0,-5,25,84,240,29,84,245
0,USA,USA,43182,-8,0,-15,22,83,250,30,83,265
0,Poland,Serbia,43182,11,-1,-10,34,83,240,23,84,250
0,USA,USA,43182,9,0,11,30,82,251,21,82,240
0,USA,USA,43182,4,-1,2,26,83,250,22,84,248
0,Lithuania,USA,43182,6,1,22,26,84,265,20,83,243
0,Brazil,USA,43182,-1,-1,61,26,82,280,27,83,219
1,New Zealand,USA,43182,4,3,10,25,84,265,21,81,255
0,USA,France,43182,7,-3,15,33,83,260,26,86,245
1,Bosnia and Herzegovina,Australia,43182,-7,2,15,24,84,275,31,82,260
1,Russia,USA,43182,5,-1,25,34,83,270,29,84,245
0,Cameroon,USA,43183,2,0,2,24,84,250,22,84,248
1,USA,USA,43183,-5,-1,4,25,83,279,30,84,275
1,Montenegro,USA,43183,6,2,20,27,84,260,21,82,240
1,Switzerland,USA,43183,-1,0,-13,24,82,240,25,82,253
0,Spain,USA,43183,3,1,-15,33,85,255,30,84,270
0,Canada,USA,43183,-5,0,-25,27,83,240,32,83,265
1,USA,USA,43184,-5,2,13,20,83,243,25,81,230
0,USA,USA,43184,-6,0,-41,27,83,219,33,83,260
0,USA,USA,43184,1,2,-5,22,83,250,21,81,255
1,Lithuania,USA,43184,-4,1,0,26,84,265,30,83,265
1,Poland,USA,43184,8,0,-10,34,83,240,26,83,250
0,Haiti,Australia,43184,-9,1,-25,22,83,235,31,82,260
0,New Zealand,Bosnia and Herzegovina,43184,1,0,-10,25,84,265,24,84,275
0,Switzerland,USA,43184,-5,-2,-5,24,82,240,29,84,245
1,USA,France,43184,4,-2,25,30,84,270,26,86,245
0,USA,USA,43185,6,0,15,32,83,265,26,83,250
1,USA,USA,43185,-5,-1,9,25,83,279,30,84,270
1,Cameroon,Serbia,43185,1,0,0,24,84,250,23,84,250
0,USA,Spain,43185,-11,-1,-7,22,84,248,33,85,255
1,USA,Australia,43185,-10,0,-20,21,82,240,31,82,260
1,Poland,USA,43186,1,0,-20,34,83,240,33,83,260
1,Democratic Republic of Congo,Serbia,43186,6,-2,-15,29,82,235,23,84,250
0,USA,USA,43186,-8,-1,0,24,80,235,32,81,235
1,Brazil,Brazil,43186,10,1,-30,36,83,250,26,82,280
0,USA,Bosnia and Herzegovina,43186,1,-2,-22,25,82,253,24,84,275
1,Haiti,Germany,43186,-4,0,-5,22,83,235,26,83,240
0,Russia,USA,43186,12,0,20,34,83,270,22,83,250
1,USA,USA,43186,3,0,46,30,83,265,27,83,219
0,Montenegro,USA,43187,7,1,17,27,84,260,20,83,243
0,Cameroon,USA,43187,-2,1,0,24,84,250,26,83,250
0,Spain,Bosnia and Herzegovina,43187,9,1,-20,33,85,255,24,84,275
0,USA,USA,43187,-7,0,3,22,84,248,29,84,245
1,France,Australia,43187,-5,4,-15,26,86,245,31,82,260
0,USA,USA,43187,-9,-1,-25,21,82,240,30,83,265
1,USA,Canada,43187,3,1,30,30,84,270,27,83,240
0,USA,Poland,43188,-9,0,39,25,83,279,34,83,240
1,USA,USA,43188,-1,1,-10,29,85,265,30,84,275
0,Spain,New Zealand,43188,13,0,-15,38,84,250,25,84,265
1,Haiti,USA,43188,0,0,-15,22,83,235,22,83,250
0,USA,USA,43188,3,1,51,30,84,270,27,83,219
1,Montenegro,Brazil,43189,1,2,-20,27,84,260,26,82,280
0,USA,USA,43189,-2,3,5,29,84,245,31,81,240
0,USA,USA,43189,0,-1,-23,25,81,230,25,82,253
1,Switzerland,USA,43189,3,0,0,24,82,240,21,82,240
1,New Zealand,Serbia,43189,2,0,15,25,84,265,23,84,250
0,Canada,USA,43189,5,-1,-8,27,83,240,22,84,248
0,France,Spain,43189,-7,1,-10,26,86,245,33,85,255
1,USA,USA,43189,2,0,11,30,84,270,28,84,259
0,Bosnia and Herzegovina,USA,43189,-6,1,10,24,84,275,30,83,265
1,Poland,USA,43190,2,0,-25,34,83,240,32,83,265
1,USA,USA,43190,3,-1,-29,28,82,250,25,83,279
1,Australia,Lithuania,43190,5,-2,-5,31,82,260,26,84,265
1,USA,USA,43190,9,2,22,29,85,265,20,83,243
0,Haiti,USA,43190,-8,-1,-35,22,83,235,30,84,270
0,USA,USA,43191,1,2,25,32,83,265,31,81,240
1,USA,Poland,43191,-4,1,35,30,84,275,34,83,240
1,USA,Switzerland,43191,9,1,20,33,83,260,24,82,240
1,USA,USA,43191,8,0,15,30,83,265,22,83,250
0,USA,Montenegro,43191,2,0,-15,29,84,245,27,84,260
1,USA,USA,43191,-5,0,-36,20,83,243,25,83,279
0,USA,Canada,43191,-2,-2,-10,25,81,230,27,83,240
1,USA,New Zealand,43191,0,-2,-12,25,82,253,25,84,265
1,USA,France,43191,-4,-2,3,22,84,248,26,86,245
1,Serbia,USA,43191,-4,1,31,23,84,250,27,83,219
1,USA,USA,43191,1,-1,-20,22,81,220,21,82,240
1,Bosnia and Herzegovina,Spain,43191,-9,-1,20,24,84,275,33,85,255
0,USA,Haiti,43191,8,1,35,30,84,270,22,83,235
0,USA,Lithuania,43193,6,-3,-30,32,81,235,26,84,265
1,USA,USA,43193,11,-2,-3,31,81,240,20,83,243
1,USA,USA,43193,8,3,30,29,85,265,21,82,235
0,USA,Montenegro,43193,1,-2,-10,28,82,250,27,84,260
1,Brazil,USA,43193,-6,-1,15,26,82,280,32,83,265
0,Switzerland,Poland,43193,-10,-1,0,24,82,240,34,83,240
0,USA,Australia,43193,-4,1,-41,27,83,219,31,82,260
1,New Zealand,Russia,43193,-9,1,-5,25,84,265,34,83,270
0,Canada,Bosnia and Herzegovina,43193,3,-1,-35,27,83,240,24,84,275
1,Serbia,USA,43193,1,1,0,23,84,250,22,83,250
0,France,USA,43193,-4,2,-25,26,86,245,30,84,270
0,USA,USA,43193,-4,-2,0,21,82,240,25,84,240
1,USA,USA,43193,-3,0,5,30,83,265,33,83,260
1,USA,USA,43194,-6,2,39,25,83,279,31,81,240
1,Democratic Republic of Congo,USA,43194,3,-1,25,26,81,255,23,82,230
1,Lithuania,Australia,43194,-5,2,5,26,84,265,31,82,260
0,USA,USA,43194,0,-1,-20,29,84,245,29,85,265
1,USA,Spain,43194,-8,-3,-2,25,82,253,33,85,255
1,USA,Spain,43194,-8,0,20,30,84,270,38,84,250
0,USA,USA,43195,-8,-1,-20,22,83,250,30,84,270
0,USA,Poland,43195,-2,-2,-5,32,81,235,34,83,240
1,Switzerland,Bosnia and Herzegovina,43195,0,-2,-35,24,82,240,24,84,275
1,USA,USA,43195,7,0,-24,27,83,219,20,83,243
1,France,USA,43195,-4,3,-20,26,86,245,30,83,265
1,Serbia,USA,43195,1,0,2,23,84,250,22,84,248
1,USA,Canada,43196,-2,0,39,25,83,279,27,83,240
0,Democratic Republic of Congo,USA,43196,-6,-2,-10,26,81,255,32,83,265
1,USA,USA,43196,-1,0,5,31,81,240,32,81,235
1,Poland,USA,43196,5,-1,-5,34,83,240,29,84,245
1,Australia,Brazil,43196,5,0,-20,31,82,260,26,82,280
1,USA,USA,43196,-1,-3,-15,28,82,250,29,85,265
1,Lithuania,USA,43196,4,1,15,26,84,265,22,83,250
0,USA,USA,43196,-4,-2,-20,21,82,220,25,84,240
0,USA,USA,43196,-4,0,-13,21,82,240,25,82,253
0,USA,USA,43196,8,0,22,30,84,270,22,84,248
1,USA,Serbia,43197,7,-1,15,30,83,265,23,84,250
1,USA,USA,43197,1,-1,31,28,82,250,27,83,219
0,Brazil,USA,43197,6,-1,37,26,82,280,20,83,243
0,Switzerland,New Zealand,43197,-1,-2,-25,24,82,240,25,84,265
0,USA,Canada,43197,-1,3,39,28,79,230,29,76,191
1,Spain,Bosnia and Herzegovina,43197,14,0,-25,38,84,250,24,84,275
0,USA,USA,43198,10,0,15,32,83,265,22,83,250
1,USA,USA,43198,8,-1,10,31,81,240,23,82,230
0,Spain,USA,43198,8,2,-24,33,85,255,25,83,279
1,Brazil,Montenegro,43198,-1,0,-40,26,84,220,27,84,260
0,USA,France,43198,4,-2,25,30,84,270,26,86,245
1,Australia,USA,43198,2,-2,15,31,82,260,29,84,245
0,Ukraine,Russia,43198,-9,2,-20,25,85,250,34,83,270
0,USA,Lithuania,43199,0,-2,-25,26,82,240,26,84,265
1,USA,Brazil,43199,-6,1,-37,20,83,243,26,82,280
0,USA,New Zealand,43199,4,1,0,29,85,265,25,84,265
1,USA,USA,43199,-4,1,15,28,82,250,32,81,235
1,USA,Montenegro,43199,0,-1,-41,27,83,219,27,84,260
1,USA,USA,43199,1,0,11,22,84,248,21,84,237
0,Spain,USA,43199,13,0,10,38,84,250,25,84,240
1,Serbia,Bosnia and Herzegovina,43199,-1,0,-25,23,84,250,24,84,275
1,USA,USA,43199,5,1,12,30,83,265,25,82,253
0,USA,USA,43200,-10,0,-15,22,83,250,32,83,265
1,USA,USA,43200,-2,3,5,29,84,245,31,81,240
1,Poland,Australia,43200,3,1,-20,34,83,240,31,82,260
0,Canada,Ukraine,43200,2,-2,-10,27,83,240,25,85,250
1,France,Russia,43200,-8,3,-25,26,86,245,34,83,270
0,USA,Switzerland,43200,6,2,30,30,84,270,24,82,240
1,Australia,USA,43201,11,-1,17,31,82,260,20,83,243
0,USA,USA,43201,-3,-1,-20,25,81,230,28,82,250
0,USA,Lithuania,43201,3,1,0,29,85,265,26,84,265
0,Montenegro,Poland,43201,-7,1,20,27,84,260,34,83,240
1,USA,USA,43201,4,-2,21,31,81,240,27,83,219
1,Brazil,USA,43201,0,0,40,26,82,280,26,82,240
0,USA,Serbia,43201,-1,0,-2,22,84,248,23,84,250
0,USA,USA,43201,-8,-1,-7,25,82,253,33,83,260
1,New Zealand,USA,43201,4,0,28,25,84,265,21,84,237
1,USA,USA,43201,0,-1,-5,30,83,265,30,84,270
1,Bosnia and Herzegovina,France,43201,-2,-2,30,24,84,275,26,86,245
1,USA,Israel,43201,-1,3,-10,25,84,240,26,81,250
1,USA,USA,43204,2,-4,-25,31,81,240,29,85,265
1,USA,USA,43204,-3,1,10,30,84,270,33,83,260
0,Bosnia and Herzegovina,USA,43204,-1,2,22,24,84,275,25,82,253
1,Australia,USA,43205,4,-1,41,31,82,260,27,83,219
0,USA,USA,43205,10,-2,-15,32,81,235,22,83,250
1,Switzerland,USA,43205,2,-2,-8,24,82,240,22,84,248
0,New Zealand,France,43205,-1,-2,20,25,84,265,26,86,245
0,Australia,USA,43206,-7,-3,-35,22,82,230,29,85,265
1,USA,USA,43206,-3,1,10,30,84,270,33,83,260
0,Lithuania,Poland,43207,-8,1,25,26,84,265,34,83,240
1,Australia,USA,43207,4,-1,41,31,82,260,27,83,219
1,Bosnia and Herzegovina,USA,43207,-1,2,22,24,84,275,25,82,253
1,USA,USA,43208,8,-1,1,30,82,251,22,83,250
0,Switzerland,USA,43208,2,-2,-8,24,82,240,22,84,248
1,New Zealand,France,43208,-1,-2,20,25,84,265,26,86,245
0,USA,Cameroon,43209,5,1,15,29,85,265,24,84,250
1,USA,USA,43209,3,-1,-10,33,83,260,30,84,270
0,USA,Bosnia and Herzegovina,43209,1,-2,-22,25,82,253,24,84,275
1,Poland,Lithuania,43210,8,-1,-25,34,83,240,26,84,265
0,USA,Australia,43210,-3,2,-1,28,84,259,31,82,260
0,USA,USA,43210,-8,1,-1,22,83,250,30,82,251
0,USA,Cameroon,43211,5,1,15,29,85,265,24,84,250
0,USA,Switzerland,43211,-2,2,8,22,84,248,24,82,240
0,USA,Bosnia and Herzegovina,43211,1,-2,-22,25,82,253,24,84,275
0,France,New Zealand,43211,1,2,-20,26,86,245,25,84,265
1,Poland,Lithuania,43212,8,-1,-25,34,83,240,26,84,265
0,USA,Australia,43212,-3,2,-1,28,84,259,31,82,260
1,USA,USA,43212,-8,1,-1,22,83,250,30,82,251
0,USA,USA,43212,3,-1,-10,33,83,260,30,84,270
1,USA,Switzerland,43213,-2,2,8,22,84,248,24,82,240
0,France,New Zealand,43213,1,2,-20,26,86,245,25,84,265
1,Dominican Republic,USA,43214,4,-2,-14,32,82,245,28,84,259
0,Cameroon,USA,43214,-5,-1,-15,24,84,250,29,85,265
1,USA,USA,43214,-3,1,10,30,84,270,33,83,260
0,Lithuania,Poland,43215,-8,1,25,26,84,265,34,83,240
0,USA,USA,43215,8,-1,1,30,82,251,22,83,250
0,Switzerland,USA,43215,2,-2,-8,24,82,240,22,84,248
1,New Zealand,France,43215,-1,-2,20,25,84,265,26,86,245
0,South Sudan,Dominican Republic,43216,-11,3,-24,21,85,221,32,82,245
1,Poland,Lithuania,43217,8,-1,-25,34,83,240,26,84,265
1,USA,USA,43217,-8,1,-1,22,83,250,30,82,251
